22
1	13	0.5	0
2	12	0.5	0
3	14	0.5	0
4	12	0.5	0
5	36	1.0	14
6	38	1.0	17
7	56	1.0	13
8	49	1.0	10
9	29	1.0	16
10	47	1.0	10
11	33	1.0	15
12	52	1.0	14
13	68	1.0	11
14	67	1.0	17
15	52	1.0	10
16	32	1.0	10
17	50	1.0	10
18	29	1.0	18
19	35	1.0	16
20	48	1.0	25
21	52	1.0	28
22	1515	1.0	49
19
0	12	887	887	0	11	1
1	14	887	887	0	11	2
2	14	887	887	0	9	3
3	28	887	887	0	6	4
4	93	887	887	0	20	0
5	97	887	887	0	15	0
6	42	887	887	0	15	0
7	36	887	887	0	18	0
8	61	887	887	0	20	0
9	52	887	887	0	22	0
10	42	887	887	0	18	0
11	10	887	887	0	20	0
12	35	887	887	0	20	0
13	68	887	887	0	15	0
14	36	887	887	0	18	0
15	10	887	887	0	20	0
16	60	887	887	0	20	0
17	78	887	887	0	22	0
18	7	887	887	0	15	0
19	92	887	887	0	18	0
400
0	0	0
0	1	0
0	2	0
0	3	0
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	0
0	10	0
0	11	0
0	12	0
0	13	0
0	14	1
0	15	0
0	16	1
0	17	0
0	18	1
0	19	0
1	0	0
1	1	0
1	2	0
1	3	0
1	4	0
1	5	0
1	6	1
1	7	1
1	8	1
1	9	1
1	10	0
1	11	1
1	12	1
1	13	1
1	14	0
1	15	1
1	16	1
1	17	0
1	18	1
1	19	1
2	0	0
2	1	0
2	2	0
2	3	0
2	4	1
2	5	0
2	6	0
2	7	0
2	8	1
2	9	0
2	10	1
2	11	1
2	12	0
2	13	0
2	14	0
2	15	0
2	16	0
2	17	0
2	18	0
2	19	1
3	0	0
3	1	0
3	2	0
3	3	0
3	4	0
3	5	0
3	6	0
3	7	0
3	8	0
3	9	0
3	10	0
3	11	0
3	12	0
3	13	0
3	14	0
3	15	0
3	16	0
3	17	0
3	18	0
3	19	0
4	0	0
4	1	0
4	2	0
4	3	1
4	4	0
4	5	0
4	6	0
4	7	0
4	8	0
4	9	0
4	10	1
4	11	1
4	12	1
4	13	1
4	14	1
4	15	0
4	16	0
4	17	0
4	18	1
4	19	0
5	0	0
5	1	0
5	2	0
5	3	0
5	4	0
5	5	0
5	6	0
5	7	0
5	8	0
5	9	0
5	10	0
5	11	1
5	12	0
5	13	0
5	14	0
5	15	1
5	16	0
5	17	1
5	18	0
5	19	0
6	0	0
6	1	0
6	2	0
6	3	0
6	4	0
6	5	0
6	6	0
6	7	0
6	8	1
6	9	0
6	10	1
6	11	0
6	12	0
6	13	1
6	14	0
6	15	0
6	16	1
6	17	0
6	18	0
6	19	0
7	0	0
7	1	0
7	2	0
7	3	0
7	4	0
7	5	0
7	6	0
7	7	0
7	8	0
7	9	1
7	10	0
7	11	0
7	12	0
7	13	0
7	14	0
7	15	0
7	16	0
7	17	0
7	18	0
7	19	0
8	0	0
8	1	0
8	2	0
8	3	0
8	4	0
8	5	0
8	6	0
8	7	0
8	8	0
8	9	0
8	10	1
8	11	0
8	12	0
8	13	1
8	14	0
8	15	1
8	16	0
8	17	0
8	18	0
8	19	1
9	0	0
9	1	0
9	2	0
9	3	0
9	4	0
9	5	0
9	6	0
9	7	0
9	8	0
9	9	0
9	10	0
9	11	0
9	12	0
9	13	0
9	14	0
9	15	0
9	16	0
9	17	0
9	18	0
9	19	0
10	0	0
10	1	0
10	2	0
10	3	0
10	4	0
10	5	0
10	6	0
10	7	0
10	8	0
10	9	0
10	10	0
10	11	0
10	12	0
10	13	0
10	14	0
10	15	0
10	16	0
10	17	0
10	18	0
10	19	0
11	0	0
11	1	0
11	2	0
11	3	0
11	4	0
11	5	0
11	6	0
11	7	0
11	8	0
11	9	0
11	10	0
11	11	0
11	12	0
11	13	0
11	14	0
11	15	0
11	16	1
11	17	1
11	18	1
11	19	0
12	0	0
12	1	0
12	2	0
12	3	0
12	4	0
12	5	0
12	6	0
12	7	0
12	8	0
12	9	0
12	10	0
12	11	0
12	12	0
12	13	1
12	14	1
12	15	1
12	16	0
12	17	1
12	18	0
12	19	1
13	0	0
13	1	0
13	2	0
13	3	0
13	4	0
13	5	0
13	6	0
13	7	0
13	8	0
13	9	0
13	10	0
13	11	0
13	12	0
13	13	0
13	14	0
13	15	0
13	16	0
13	17	1
13	18	0
13	19	0
14	0	0
14	1	0
14	2	0
14	3	0
14	4	0
14	5	0
14	6	0
14	7	0
14	8	0
14	9	0
14	10	0
14	11	0
14	12	0
14	13	0
14	14	0
14	15	0
14	16	0
14	17	1
14	18	1
14	19	0
15	0	0
15	1	0
15	2	0
15	3	0
15	4	0
15	5	0
15	6	0
15	7	0
15	8	0
15	9	0
15	10	0
15	11	0
15	12	0
15	13	0
15	14	0
15	15	0
15	16	0
15	17	0
15	18	1
15	19	0
16	0	0
16	1	0
16	2	0
16	3	0
16	4	0
16	5	0
16	6	0
16	7	0
16	8	0
16	9	0
16	10	0
16	11	0
16	12	0
16	13	0
16	14	0
16	15	0
16	16	0
16	17	0
16	18	0
16	19	1
17	0	0
17	1	0
17	2	0
17	3	0
17	4	0
17	5	0
17	6	0
17	7	0
17	8	0
17	9	0
17	10	0
17	11	0
17	12	0
17	13	0
17	14	0
17	15	0
17	16	0
17	17	0
17	18	0
17	19	1
18	0	0
18	1	0
18	2	0
18	3	0
18	4	0
18	5	0
18	6	0
18	7	0
18	8	0
18	9	0
18	10	0
18	11	0
18	12	0
18	13	0
18	14	0
18	15	0
18	16	0
18	17	0
18	18	0
18	19	1
19	0	0
19	1	0
19	2	0
19	3	0
19	4	0
19	5	0
19	6	0
19	7	0
19	8	0
19	9	0
19	10	0
19	11	0
19	12	0
19	13	0
19	14	0
19	15	0
19	16	0
19	17	0
19	18	0
19	19	0
484
1	1	0
1	2	1000
1	3	1000
1	4	1000
1	5	2
1	6	2
1	7	2
1	8	2
1	9	2
1	10	2
1	11	2
1	12	2
1	13	2
1	14	2
1	15	2
1	16	2
1	17	2
1	18	2
1	19	2
1	20	4
1	21	4
1	22	6
2	1	1000
2	2	0
2	3	1000
2	4	1000
2	5	2
2	6	2
2	7	2
2	8	2
2	9	2
2	10	2
2	11	2
2	12	2
2	13	2
2	14	2
2	15	2
2	16	2
2	17	2
2	18	2
2	19	2
2	20	4
2	21	4
2	22	6
3	1	1000
3	2	1000
3	3	0
3	4	1000
3	5	2
3	6	2
3	7	2
3	8	2
3	9	2
3	10	2
3	11	2
3	12	2
3	13	2
3	14	2
3	15	2
3	16	2
3	17	2
3	18	2
3	19	2
3	20	4
3	21	4
3	22	6
4	1	1000
4	2	1000
4	3	1000
4	4	0
4	5	2
4	6	2
4	7	2
4	8	2
4	9	2
4	10	2
4	11	2
4	12	2
4	13	2
4	14	2
4	15	2
4	16	2
4	17	2
4	18	2
4	19	2
4	20	4
4	21	4
4	22	6
5	1	2
5	2	2
5	3	2
5	4	2
5	5	0
5	6	1000
5	7	1000
5	8	1000
5	9	1000
5	10	1000
5	11	1000
5	12	1000
5	13	1000
5	14	1000
5	15	1000
5	16	1000
5	17	1000
5	18	1000
5	19	1000
5	20	3
5	21	3
5	22	4
6	1	2
6	2	2
6	3	2
6	4	2
6	5	1000
6	6	0
6	7	1000
6	8	1000
6	9	1000
6	10	1000
6	11	1000
6	12	1000
6	13	1000
6	14	1000
6	15	1000
6	16	1000
6	17	1000
6	18	1000
6	19	1000
6	20	3
6	21	3
6	22	4
